,station1,station2,station3,station4,station5,station6,station7,station8,station9,station10,station11,station12,station13,station14
2019/5/2 5:30,1,7,0,0,0,0,3,0,5,0,0,1,3,5
2019/5/2 5:35,0,5,3,0,0,0,0,1,3,0,0,1,2,5
2019/5/2 5:40,0,3,2,0,0,0,1,0,2,0,0,0,2,3
2019/5/2 5:45,0,1,7,0,3,2,0,0,3,0,2,0,0,6
2019/5/2 5:50,1,4,5,0,0,2,0,0,6,2,0,0,1,8
2019/5/2 5:55,1,1,0,0,0,0,1,1,0,1,1,0,1,5
2019/5/2 6:00,0,2,1,1,1,2,0,0,3,2,0,1,1,7
2019/5/2 6:05,1,4,2,0,2,2,1,2,4,0,1,0,0,5
2019/5/2 6:10,1,7,2,1,0,2,1,0,0,0,2,0,0,6
2019/5/2 6:15,1,8,3,0,0,0,1,0,5,0,0,0,2,4
2019/5/2 6:20,0,6,5,0,1,4,1,0,1,2,1,0,0,4
2019/5/2 6:25,1,6,2,0,0,1,0,0,1,0,0,0,0,8
2019/5/2 6:30,1,8,1,1,1,0,0,0,4,0,0,1,0,7
2019/5/2 6:35,1,8,0,0,0,1,1,0,8,1,1,0,0,14
2019/5/2 6:40,2,5,2,0,0,0,1,0,4,1,0,3,1,9
2019/5/2 6:45,3,2,3,0,1,2,0,0,0,2,2,1,0,11
2019/5/2 6:50,1,6,3,0,0,0,1,0,2,0,2,2,0,3
2019/5/2 6:55,0,5,6,0,1,1,2,0,5,0,2,1,2,5
2019/5/2 7:00,0,2,1,0,0,0,2,0,1,1,1,0,0,9
2019/5/2 7:05,2,3,4,0,0,3,0,1,1,0,1,1,1,7
2019/5/2 7:10,4,4,3,0,2,2,3,0,0,0,2,0,0,7
2019/5/2 7:15,2,1,2,0,1,3,0,0,4,0,0,1,0,4
2019/5/2 7:20,0,3,5,1,1,1,0,0,2,3,0,1,0,7
2019/5/2 7:25,0,8,1,0,1,3,4,0,1,1,0,2,0,10
2019/5/2 7:30,3,2,7,0,2,0,4,0,1,0,1,1,2,7
2019/5/2 7:35,0,3,3,0,6,3,3,0,3,3,0,1,0,8
2019/5/2 7:40,1,5,4,2,1,3,1,1,3,1,0,0,1,8
2019/5/2 7:45,1,1,5,2,0,1,2,1,1,0,0,2,0,6
2019/5/2 7:50,1,1,2,1,0,1,1,2,2,0,0,3,0,9
2019/5/2 7:55,1,3,3,0,0,2,1,0,2,0,1,1,0,6
2019/5/2 8:00,2,5,1,0,2,1,2,2,1,1,2,1,1,6
2019/5/2 8:05,2,6,2,0,1,3,0,1,5,0,1,1,2,7
2019/5/2 8:10,2,6,2,0,0,1,1,0,2,0,3,5,0,6
2019/5/2 8:15,0,0,3,1,0,2,0,1,1,1,1,0,1,9
2019/5/2 8:20,2,3,4,1,0,1,1,0,2,0,4,3,0,2
2019/5/2 8:25,1,3,2,1,0,0,1,0,3,0,3,3,1,3
2019/5/2 8:30,0,6,4,0,0,1,1,0,2,1,1,3,2,11
2019/5/2 8:35,2,4,2,0,1,1,2,0,4,0,0,0,1,10
2019/5/2 8:40,1,4,1,0,0,0,0,0,2,0,0,1,0,5
2019/5/2 8:45,1,7,3,0,0,1,1,1,1,0,1,0,0,6
2019/5/2 8:50,0,6,4,0,0,0,2,0,1,0,0,1,1,10
2019/5/2 8:55,2,2,3,0,0,0,2,0,1,0,2,2,0,5
2019/5/2 9:00,4,4,3,1,0,2,2,0,0,0,3,3,1,8
2019/5/2 9:05,1,4,1,0,3,1,1,2,1,0,0,1,1,4
2019/5/2 9:10,1,3,5,1,1,1,0,0,3,0,0,4,0,8
2019/5/2 9:15,2,5,4,2,1,1,5,0,1,0,0,2,0,3
2019/5/2 9:20,2,4,4,0,1,1,0,0,1,1,0,1,1,10
2019/5/2 9:25,0,2,0,0,1,0,0,0,2,0,0,1,1,11
2019/5/2 9:30,1,4,3,0,0,2,0,1,3,0,0,3,0,6
2019/5/2 9:35,1,6,1,0,1,3,3,1,4,1,0,2,2,9
2019/5/2 9:40,0,4,4,0,1,4,0,0,1,0,1,1,1,5
2019/5/2 9:45,1,3,4,1,0,1,2,1,4,0,1,0,0,7
2019/5/2 9:50,1,4,4,0,2,3,2,1,0,1,2,2,1,7
2019/5/2 9:55,1,3,2,0,1,2,1,2,2,0,2,1,0,8
2019/5/2 10:00,0,2,4,0,0,3,0,0,0,0,1,1,0,10
2019/5/2 10:05,2,7,7,0,1,4,0,0,1,0,0,0,0,8
2019/5/2 10:10,1,6,5,0,2,1,1,0,4,2,1,1,0,7
2019/5/2 10:15,1,3,5,0,1,1,1,1,1,0,1,2,1,11
2019/5/2 10:20,0,2,2,0,1,0,1,1,1,0,0,1,0,8
2019/5/2 10:25,1,10,4,0,0,3,0,0,1,0,0,3,0,5
2019/5/2 10:30,4,3,6,0,1,3,1,0,0,0,1,1,0,10
2019/5/2 10:35,1,4,1,0,2,1,4,1,1,0,0,4,0,10
2019/5/2 10:40,1,3,2,0,1,1,0,1,1,1,1,1,0,9
2019/5/2 10:45,2,3,3,0,0,1,0,0,1,0,2,0,0,10
2019/5/2 10:50,0,5,1,0,0,0,0,0,0,0,2,0,0,6
2019/5/2 10:55,0,3,3,0,0,1,0,1,0,0,3,1,1,13
2019/5/2 11:00,0,2,2,0,2,2,1,0,2,0,0,0,0,6
2019/5/2 11:05,1,6,2,1,1,2,1,0,2,0,1,0,0,8
2019/5/2 11:10,3,3,4,0,0,0,1,0,0,1,0,4,0,10
2019/5/2 11:15,1,5,3,0,1,1,1,0,1,0,0,1,0,17
2019/5/2 11:20,3,1,1,0,0,1,1,1,2,0,0,0,1,9
2019/5/2 11:25,4,1,1,0,0,6,2,1,1,0,2,4,1,11
2019/5/2 11:30,1,5,1,1,0,1,0,0,1,0,0,3,0,11
2019/5/2 11:35,2,1,5,0,0,1,1,1,0,1,0,4,0,12
2019/5/2 11:40,0,3,3,0,0,2,0,0,1,1,0,3,0,20
2019/5/2 11:45,0,3,1,0,0,1,1,1,5,1,1,0,1,12
2019/5/2 11:50,2,6,1,0,0,0,0,0,2,0,0,1,0,10
2019/5/2 11:55,0,5,2,0,1,2,1,0,0,1,1,0,0,8
2019/5/2 12:00,3,7,6,1,0,0,1,0,0,0,1,1,0,7
2019/5/2 12:05,1,4,5,0,1,0,0,0,0,0,0,1,2,12
2019/5/2 12:10,2,1,4,1,0,2,2,0,0,0,2,1,0,11
2019/5/2 12:15,2,8,3,0,1,2,0,1,0,0,0,0,0,6
2019/5/2 12:20,2,7,1,0,2,2,0,0,0,0,1,0,1,19
2019/5/2 12:25,5,6,1,0,0,3,0,1,3,1,0,2,1,22
2019/5/2 12:30,4,2,1,0,0,2,2,1,0,1,2,2,3,6
2019/5/2 12:35,1,3,1,0,2,2,1,1,0,0,2,0,0,14
2019/5/2 12:40,4,5,7,0,1,0,1,1,0,0,0,1,1,24
2019/5/2 12:45,5,7,5,1,0,0,2,4,1,0,0,0,0,13
2019/5/2 12:50,5,5,6,0,1,0,0,1,1,1,0,1,1,13
2019/5/2 12:55,0,11,5,1,0,3,4,1,1,1,1,0,0,7
2019/5/2 13:00,5,4,4,2,3,1,2,0,3,0,1,3,0,8
2019/5/2 13:05,2,3,1,0,2,2,1,0,1,1,0,3,0,16
2019/5/2 13:10,0,4,3,1,1,4,0,1,3,0,1,2,0,14
2019/5/2 13:15,1,5,4,0,1,2,0,1,2,0,0,1,2,14
2019/5/2 13:20,2,5,4,0,4,0,0,1,1,0,2,3,1,11
2019/5/2 13:25,0,3,0,0,1,0,2,0,3,0,1,2,1,13
2019/5/2 13:30,2,11,2,0,2,2,0,0,0,1,0,1,0,13
2019/5/2 13:35,2,6,1,0,2,3,4,0,3,1,2,2,3,6
2019/5/2 13:40,1,1,2,0,2,1,3,0,1,0,0,0,1,12
2019/5/2 13:45,2,1,3,0,3,0,3,1,1,1,2,0,0,17
2019/5/2 13:50,3,5,4,0,1,1,3,0,1,1,1,2,0,7
2019/5/2 13:55,4,2,1,1,0,2,2,0,2,0,1,2,1,9
2019/5/2 14:00,0,5,3,1,2,2,0,0,2,0,1,2,0,7
2019/5/2 14:05,3,3,5,0,0,2,0,0,1,1,2,0,1,11
2019/5/2 14:10,2,3,6,0,2,1,2,1,3,1,4,1,0,11
2019/5/2 14:15,1,1,2,0,0,2,2,0,2,0,2,2,0,13
2019/5/2 14:20,0,5,1,1,1,1,2,0,3,1,2,1,0,11
2019/5/2 14:25,1,6,2,0,3,1,4,1,2,1,1,1,1,10
2019/5/2 14:30,0,4,1,0,1,2,3,0,0,2,0,1,0,13
2019/5/2 14:35,2,7,2,0,3,4,1,1,1,0,2,1,3,9
2019/5/2 14:40,4,1,2,0,1,1,1,1,1,4,3,1,0,5
2019/5/2 14:45,5,6,1,0,0,4,1,0,2,3,3,0,0,14
2019/5/2 14:50,0,5,0,0,1,3,3,0,2,2,1,1,1,9
2019/5/2 14:55,2,2,2,0,0,2,1,2,1,2,2,3,1,9
2019/5/2 15:00,2,4,5,0,1,0,0,1,0,0,2,2,0,10
2019/5/2 15:05,4,7,4,0,3,4,1,1,2,0,1,0,0,12
2019/5/2 15:10,3,6,4,1,3,1,1,0,2,0,1,1,1,8
2019/5/2 15:15,3,5,4,1,0,0,2,0,2,0,3,3,0,15
2019/5/2 15:20,3,1,4,0,1,0,1,0,1,0,2,0,1,14
2019/5/2 15:25,0,1,1,1,0,2,1,0,2,2,4,2,2,7
2019/5/2 15:30,1,1,1,0,0,1,1,2,1,3,1,2,1,9
2019/5/2 15:35,0,6,0,0,1,0,1,0,1,1,1,1,0,8
2019/5/2 15:40,3,4,3,0,0,0,1,1,1,0,2,0,3,9
2019/5/2 15:45,2,0,5,0,1,1,2,0,3,0,0,0,0,4
2019/5/2 15:50,3,4,0,1,0,0,0,0,0,0,1,4,1,14
2019/5/2 15:55,2,4,1,1,0,3,1,1,1,0,3,1,0,6
2019/5/2 16:00,1,2,3,1,0,2,0,1,0,0,0,1,0,10
2019/5/2 16:05,2,3,2,0,1,2,2,0,2,1,1,0,3,13
2019/5/2 16:10,1,2,2,0,1,1,0,0,0,0,0,0,1,9
2019/5/2 16:15,1,4,0,0,1,0,1,1,0,0,1,2,2,4
2019/5/2 16:20,1,7,1,0,1,0,2,0,2,0,1,1,1,19
2019/5/2 16:25,2,5,3,0,1,1,1,0,1,0,1,3,2,11
2019/5/2 16:30,1,2,0,0,0,3,1,1,0,1,0,1,0,11
2019/5/2 16:35,4,5,3,0,2,1,1,0,0,0,2,0,0,10
2019/5/2 16:40,5,3,6,0,1,0,0,0,2,1,1,1,1,13
2019/5/2 16:45,1,1,6,0,0,2,0,1,0,1,0,1,0,5
2019/5/2 16:50,1,2,7,0,0,1,0,2,1,0,0,1,0,10
2019/5/2 16:55,1,1,1,0,1,2,2,3,1,0,2,1,1,10
2019/5/2 17:00,0,1,4,0,0,1,0,0,4,1,0,3,0,13
2019/5/2 17:05,0,8,5,0,0,1,0,0,3,0,1,3,1,10
2019/5/2 17:10,2,3,3,1,4,0,1,0,1,0,2,0,1,3
2019/5/2 17:15,1,5,4,0,0,2,2,1,0,0,1,3,1,13
2019/5/2 17:20,0,7,9,0,1,3,2,2,2,0,2,4,0,9
2019/5/2 17:25,2,4,6,0,2,0,2,0,3,1,2,2,1,8
2019/5/2 17:30,0,8,0,0,2,2,0,1,1,0,3,1,1,13
2019/5/2 17:35,3,4,5,0,3,0,0,1,1,0,1,3,1,13
2019/5/2 17:40,3,1,6,0,1,1,6,1,0,0,4,0,0,13
2019/5/2 17:45,1,8,4,0,1,2,4,0,2,0,1,1,0,13
2019/5/2 17:50,1,7,1,0,0,1,5,1,1,2,0,1,0,8
2019/5/2 17:55,1,0,2,0,0,2,0,0,1,0,0,1,0,10
2019/5/2 18:00,1,3,1,0,1,1,1,0,1,0,0,0,1,8
2019/5/2 18:05,1,4,4,1,0,0,0,0,1,0,3,0,1,18
2019/5/2 18:10,0,4,2,0,1,1,3,0,1,1,2,3,1,13
2019/5/2 18:15,0,4,0,1,0,1,1,1,2,0,1,0,2,13
2019/5/2 18:20,1,3,3,0,1,1,0,0,1,1,0,2,0,7
2019/5/2 18:25,1,8,1,0,0,4,0,0,0,0,0,1,0,11
2019/5/2 18:30,2,6,1,0,1,2,4,1,3,0,4,1,0,11
2019/5/2 18:35,1,4,2,0,1,2,0,2,2,1,1,2,0,8
2019/5/2 18:40,3,6,3,0,5,1,1,0,1,0,2,2,1,9
2019/5/2 18:45,2,0,3,0,1,0,0,1,2,0,0,2,0,4
2019/5/2 18:50,2,4,7,0,0,4,0,0,1,0,1,1,0,12
2019/5/2 18:55,4,1,2,0,0,2,0,0,3,0,0,1,0,4
2019/5/2 19:00,2,3,1,0,0,3,2,1,2,0,1,0,0,3
2019/5/2 19:05,1,8,4,2,1,3,0,1,0,0,3,0,0,10
2019/5/2 19:10,1,8,1,1,0,1,0,0,0,0,0,1,0,8
2019/5/2 19:15,0,6,2,0,0,1,1,0,0,1,3,0,1,4
2019/5/2 19:20,3,6,3,0,1,1,1,0,2,0,0,0,0,12
2019/5/2 19:25,1,3,4,0,0,0,0,0,0,0,0,1,0,7
2019/5/2 19:30,1,3,4,0,2,2,1,0,0,0,2,0,2,13
2019/5/2 19:35,1,6,5,0,0,1,0,0,2,0,1,2,0,7
2019/5/2 19:40,0,2,3,0,1,1,0,2,4,0,1,2,0,9
2019/5/2 19:45,0,2,3,0,1,0,0,0,2,0,0,1,1,11
2019/5/2 19:50,2,4,0,0,1,1,2,0,2,1,2,1,3,7
2019/5/2 19:55,4,1,4,0,0,1,1,0,0,0,1,1,0,8
2019/5/2 20:00,5,5,1,0,0,0,1,2,2,0,0,0,1,7
2019/5/2 20:05,0,1,4,0,1,1,0,0,1,0,2,1,0,9
2019/5/2 20:10,0,3,3,0,1,0,0,0,3,0,1,1,1,13
2019/5/2 20:15,2,5,1,1,0,3,0,1,1,0,0,2,0,13
2019/5/2 20:20,1,0,5,0,0,2,1,0,2,0,2,1,1,8
2019/5/2 20:25,2,4,3,0,1,3,2,0,2,0,0,0,0,10
2019/5/2 20:30,2,1,7,0,1,2,2,0,1,0,0,2,3,6
2019/5/2 20:35,3,3,2,0,2,1,1,0,1,0,1,0,0,7
2019/5/2 20:40,3,4,6,1,2,0,2,0,4,0,0,1,0,8
2019/5/2 20:45,2,8,5,0,1,0,2,0,4,0,1,1,0,6
2019/5/2 20:50,0,4,2,0,2,1,2,0,1,0,0,0,2,8
2019/5/2 20:55,1,3,4,0,1,0,1,0,5,0,0,3,2,7
2019/5/2 21:00,1,2,2,0,0,2,1,0,3,1,3,1,0,7
2019/5/2 21:05,2,4,2,0,1,1,3,1,1,0,1,0,1,9
2019/5/2 21:10,0,4,3,0,0,0,1,1,2,1,1,1,1,4
2019/5/2 21:15,0,1,1,1,2,1,2,1,1,0,1,1,0,7
2019/5/2 21:20,2,3,0,0,1,2,0,1,3,0,1,0,2,12
2019/5/2 21:25,0,2,2,0,1,1,2,0,4,0,2,1,0,11
2019/5/2 21:30,2,2,2,0,0,1,4,0,3,0,1,1,3,8
2019/5/2 21:35,1,3,2,0,1,1,2,0,2,0,2,1,1,5
2019/5/2 21:40,4,7,1,0,0,1,1,4,6,0,0,0,1,5
2019/5/2 21:45,0,0,4,0,2,0,1,1,5,0,1,2,1,10
2019/5/2 21:50,0,5,1,0,2,1,1,0,6,3,2,4,1,7
2019/5/2 21:55,3,1,4,0,1,1,2,0,2,0,2,0,0,7
2019/5/2 22:00,4,0,3,2,1,1,1,0,7,0,2,0,0,9
2019/5/2 22:05,0,1,1,0,1,0,2,0,2,0,0,0,1,6
2019/5/2 22:10,1,3,1,0,0,0,2,0,6,0,0,1,0,11
2019/5/2 22:15,2,3,4,0,0,2,1,0,3,0,1,1,1,8
2019/5/2 22:20,2,3,3,1,0,1,2,0,7,0,3,1,1,4
2019/5/2 22:25,2,3,2,0,0,1,1,0,4,0,4,2,0,9
2019/5/2 22:30,1,1,6,1,0,1,3,0,2,0,1,1,1,7
2019/5/2 22:35,2,4,0,1,0,0,0,0,10,0,1,1,1,9
2019/5/2 22:40,5,2,3,0,1,0,1,1,5,0,1,1,1,10
2019/5/2 22:45,1,4,5,0,0,2,4,0,1,0,0,0,0,8
2019/5/2 22:50,3,5,3,0,1,0,4,1,4,0,0,1,0,12
2019/5/2 22:55,1,4,0,0,2,1,1,0,8,0,3,0,0,8
2019/5/2 23:00,1,0,2,0,0,2,2,1,1,0,0,1,1,13
2019/5/2 23:05,1,3,0,0,1,0,1,0,5,0,1,2,0,6
2019/5/2 23:10,1,1,2,0,0,0,2,0,3,0,2,2,0,7
2019/5/2 23:15,2,5,3,0,0,0,2,0,10,0,1,0,0,8
2019/5/2 23:20,3,3,4,0,0,2,0,0,7,0,3,1,0,8
2019/5/2 23:25,1,3,7,0,0,0,0,0,6,0,1,3,0,4
2019/5/2 23:30,1,4,2,0,1,1,1,1,10,0,1,1,1,10
2019/5/2 23:35,2,3,2,0,1,1,4,0,4,0,1,2,1,7
2019/5/2 23:40,2,5,2,1,1,1,0,0,4,0,3,0,0,7
2019/5/2 23:45,5,4,7,0,0,0,3,0,2,0,2,1,1,6
2019/5/2 23:50,2,3,2,0,0,1,2,0,7,0,0,1,0,8
2019/5/2 23:55,2,2,4,2,0,0,1,0,4,0,0,1,0,7
2019/5/3 0:00,4,1,1,0,1,1,0,0,8,1,0,0,0,9
2019/5/3 0:05,0,3,2,1,0,2,5,1,4,0,0,0,0,6
2019/5/3 0:10,1,1,2,0,1,0,2,0,1,0,2,0,1,6
2019/5/3 0:15,1,1,0,0,0,0,3,0,6,0,1,0,0,10
2019/5/3 0:20,1,3,0,0,2,2,1,2,4,0,0,0,0,13
2019/5/3 0:25,1,6,3,0,0,0,2,0,8,1,1,0,1,6
2019/5/3 0:30,4,1,2,0,0,2,1,2,7,0,0,0,0,11
2019/5/3 0:35,1,1,0,0,1,1,1,0,4,0,1,1,1,8
2019/5/3 0:40,3,4,3,0,1,0,0,0,1,0,0,0,1,7
2019/5/3 0:45,0,4,4,0,1,0,0,0,6,0,0,0,0,7
2019/5/3 0:50,2,1,4,0,1,1,0,0,6,0,1,0,0,7
2019/5/3 0:55,3,3,0,0,0,1,1,0,5,0,0,0,0,3
2019/5/3 1:00,1,6,3,1,0,0,0,0,5,0,0,0,0,7
2019/5/3 1:05,4,0,1,0,0,1,1,0,8,0,1,0,1,6
2019/5/3 1:10,1,1,2,0,0,0,0,1,5,0,1,1,1,7
2019/5/3 1:15,1,3,0,0,0,0,2,1,11,0,0,1,0,6
2019/5/3 1:20,1,1,0,1,0,0,0,0,5,0,1,3,0,5
2019/5/3 1:25,0,5,1,0,0,1,0,0,3,0,1,0,0,2
2019/5/3 1:30,0,0,0,0,0,0,0,0,2,0,1,0,0,7
2019/5/3 1:35,2,0,0,1,2,0,0,0,9,0,2,0,0,7
2019/5/3 1:40,2,4,2,0,0,0,2,0,3,0,2,0,0,9
2019/5/3 1:45,0,5,1,1,0,1,1,0,3,0,1,0,0,9
2019/5/3 1:50,2,2,0,0,0,0,1,0,6,1,0,1,0,7
2019/5/3 1:55,1,2,1,0,1,0,0,0,5,1,1,0,0,8
2019/5/3 2:00,0,6,3,0,0,0,1,0,4,0,1,0,1,3
2019/5/3 2:05,2,2,1,0,1,1,0,0,6,0,2,0,1,5
2019/5/3 2:10,1,1,0,0,0,0,1,0,7,0,0,0,0,6
2019/5/3 2:15,0,1,1,0,0,0,0,0,9,0,1,0,0,7
2019/5/3 2:20,1,1,1,1,0,0,3,0,10,1,0,0,0,5
2019/5/3 2:25,1,2,3,0,0,1,0,1,7,0,3,0,0,3
2019/5/3 2:30,0,1,3,0,0,1,0,0,7,0,1,1,0,5
2019/5/3 2:35,0,1,2,0,0,0,3,0,8,0,0,0,0,4
2019/5/3 2:40,1,6,1,0,0,1,3,0,10,0,1,0,0,5
2019/5/3 2:45,2,1,1,0,1,0,4,0,1,0,1,0,0,4
2019/5/3 2:50,0,1,0,0,0,2,1,0,5,0,1,0,0,7
2019/5/3 2:55,0,2,6,0,1,1,1,1,5,0,1,0,0,6
2019/5/3 3:00,2,2,1,0,0,0,0,1,4,0,1,0,0,4
2019/5/3 3:05,0,1,1,0,0,0,3,1,6,0,1,0,1,8
2019/5/3 3:10,1,1,2,0,0,0,3,2,5,0,1,0,0,5
2019/5/3 3:15,2,4,2,0,1,0,2,0,4,0,2,1,0,3
2019/5/3 3:20,3,3,1,0,0,0,3,0,8,1,2,0,1,8
2019/5/3 3:25,1,2,1,0,0,0,2,2,4,0,0,0,0,4
2019/5/3 3:30,1,1,0,0,0,0,2,0,7,0,0,1,0,7
2019/5/3 3:35,2,5,0,0,0,0,2,0,5,0,1,0,1,6
2019/5/3 3:40,0,0,1,1,0,0,1,0,8,1,0,1,0,7
2019/5/3 3:45,0,2,2,0,0,0,1,0,6,0,0,0,0,2
2019/5/3 3:50,1,2,3,2,0,0,3,0,3,1,1,1,0,3
2019/5/3 3:55,1,1,4,0,0,0,2,0,7,0,0,0,0,11
2019/5/3 4:00,0,0,2,0,0,0,0,0,3,0,0,1,1,6
2019/5/3 4:05,0,1,4,0,0,2,1,0,9,0,0,2,0,3
2019/5/3 4:10,2,2,2,0,0,0,4,0,3,0,0,0,2,8
2019/5/3 4:15,0,5,3,2,0,0,0,0,5,0,2,0,1,3
2019/5/3 4:20,0,1,0,0,0,0,1,0,5,0,2,1,0,3
2019/5/3 4:25,0,7,2,0,0,0,3,0,7,0,2,1,0,7
2019/5/3 4:30,1,2,1,0,0,0,0,1,1,0,0,1,1,4
2019/5/3 4:35,0,2,2,0,0,0,3,0,8,0,0,0,0,5
2019/5/3 4:40,1,2,4,0,0,0,0,1,2,0,1,0,0,6
2019/5/3 4:45,0,3,2,0,1,0,1,0,2,0,2,2,2,7
2019/5/3 4:50,0,6,1,0,0,1,1,1,4,0,1,0,2,2
2019/5/3 4:55,0,2,1,0,0,0,2,0,6,0,0,0,0,4
2019/5/3 5:00,0,0,3,0,0,0,1,0,3,0,0,0,1,3
2019/5/3 5:05,0,2,2,0,0,3,1,0,4,0,0,0,1,6
2019/5/3 5:10,0,3,3,1,0,1,1,0,4,0,4,0,2,11
2019/5/3 5:15,0,0,6,0,0,0,0,2,4,0,0,0,0,8
2019/5/3 5:20,0,3,2,0,0,0,3,1,4,0,0,0,0,5
2019/5/3 5:25,0,4,3,0,0,0,3,2,6,1,2,1,0,7
2019/5/3 5:30,1,4,0,0,0,2,0,0,4,0,0,0,0,4
2019/5/3 5:35,1,1,3,0,2,1,0,0,4,1,1,2,1,8
2019/5/3 5:40,2,2,4,0,1,1,0,1,4,1,2,0,0,16
2019/5/3 5:45,0,4,2,1,1,0,2,0,4,1,0,0,0,6
2019/5/3 5:50,2,4,2,0,1,0,1,0,3,0,0,1,0,4
2019/5/3 5:55,0,6,1,1,0,2,0,0,3,0,1,0,0,5
2019/5/3 6:00,2,3,6,0,2,2,0,0,4,3,1,0,0,8
2019/5/3 6:05,1,7,4,0,1,1,2,0,2,2,1,1,2,11
2019/5/3 6:10,0,5,1,0,2,2,2,0,1,0,3,0,1,7
2019/5/3 6:15,4,2,3,1,1,1,0,0,4,3,2,0,1,8
2019/5/3 6:20,1,5,0,0,1,0,1,0,9,1,0,0,0,7
2019/5/3 6:25,1,4,1,0,0,0,1,0,11,2,1,1,1,8
2019/5/3 6:30,0,6,4,0,1,2,0,1,4,0,1,0,1,7
2019/5/3 6:35,1,6,4,0,0,1,3,1,5,2,0,0,1,13
2019/5/3 6:40,2,6,1,0,1,0,1,0,4,0,2,0,0,9
2019/5/3 6:45,2,5,6,1,1,1,1,1,4,2,1,0,0,15
2019/5/3 6:50,3,3,2,0,1,1,0,0,3,2,0,0,1,5
2019/5/3 6:55,2,3,2,0,1,1,1,0,8,0,1,1,1,11
2019/5/3 7:00,2,2,6,1,2,2,1,0,2,1,0,0,2,9
2019/5/3 7:05,1,3,1,0,0,1,2,0,7,2,2,2,2,9
2019/5/3 7:10,1,5,7,0,0,2,2,2,5,0,1,3,0,6
2019/5/3 7:15,5,6,2,0,0,1,1,1,1,1,0,4,1,10
2019/5/3 7:20,1,6,5,1,0,1,4,0,3,0,0,0,1,10
2019/5/3 7:25,4,6,5,0,0,1,1,0,1,0,0,2,1,6
2019/5/3 7:30,1,6,5,0,2,1,0,0,1,1,1,2,1,12
2019/5/3 7:35,2,6,6,0,2,1,1,0,4,0,1,1,0,7
2019/5/3 7:40,0,4,5,1,0,0,2,1,3,2,1,1,0,5
2019/5/3 7:45,1,4,5,0,0,0,0,0,0,2,2,4,0,6
2019/5/3 7:50,2,1,1,1,0,4,0,0,0,1,0,1,1,13
2019/5/3 7:55,2,5,2,2,0,2,0,0,2,0,0,1,0,11
2019/5/3 8:00,1,1,2,0,0,2,1,0,1,0,0,2,1,11
2019/5/3 8:05,1,4,2,2,0,2,0,1,6,0,0,0,2,11
2019/5/3 8:10,1,6,1,1,1,3,1,0,4,0,3,4,0,6
2019/5/3 8:15,3,5,5,0,1,3,1,1,2,0,5,3,0,7
2019/5/3 8:20,0,3,4,0,0,1,2,1,2,0,6,2,1,7
2019/5/3 8:25,0,0,5,0,0,1,0,0,3,1,2,2,0,6
2019/5/3 8:30,0,5,5,0,0,0,1,1,0,0,0,3,0,10
2019/5/3 8:35,3,8,0,0,1,1,0,0,3,0,0,0,0,8
2019/5/3 8:40,0,10,5,0,0,1,0,0,3,0,3,3,1,15
2019/5/3 8:45,2,4,4,0,1,0,0,0,1,0,1,3,0,10
2019/5/3 8:50,3,6,4,0,1,1,1,1,2,1,2,1,0,5
2019/5/3 8:55,3,1,5,0,0,2,2,0,3,1,1,1,1,7
2019/5/3 9:00,2,9,2,0,0,2,2,0,0,0,0,3,0,8
2019/5/3 9:05,0,4,4,0,0,0,2,1,0,0,1,1,5,6
2019/5/3 9:10,4,3,5,2,1,1,1,0,3,1,1,2,0,8
2019/5/3 9:15,3,3,2,1,1,0,2,0,1,0,2,0,0,7
2019/5/3 9:20,4,2,3,0,1,0,0,1,4,1,0,1,3,10
2019/5/3 9:25,0,1,4,0,3,2,0,0,4,1,0,1,1,9
2019/5/3 9:30,0,2,6,3,1,0,0,1,3,0,0,0,0,14
2019/5/3 9:35,1,5,2,0,0,0,0,1,1,4,1,2,2,6
2019/5/3 9:40,1,2,6,0,0,1,0,0,1,2,4,2,0,14
2019/5/3 9:45,3,4,5,0,0,1,0,1,3,3,3,0,1,10
2019/5/3 9:50,3,4,3,0,0,2,0,0,5,0,1,0,2,7
2019/5/3 9:55,3,7,1,0,0,0,0,0,1,1,1,2,0,9
2019/5/3 10:00,0,1,4,0,0,1,1,1,5,0,2,4,1,12
2019/5/3 10:05,4,3,6,0,0,0,1,2,0,0,1,1,0,7
2019/5/3 10:10,3,3,2,0,0,1,0,1,0,0,2,1,1,6
2019/5/3 10:15,4,4,4,0,2,1,1,0,3,2,0,3,1,10
2019/5/3 10:20,3,6,4,1,1,2,0,1,4,0,0,2,0,13
2019/5/3 10:25,3,5,4,0,0,0,0,0,3,0,0,1,1,13
2019/5/3 10:30,1,3,4,1,0,0,0,0,1,0,0,3,2,7
2019/5/3 10:35,2,4,3,1,0,0,2,1,0,2,0,3,1,10
2019/5/3 10:40,1,2,3,1,1,1,2,0,0,2,2,3,0,15
2019/5/3 10:45,1,6,5,0,0,1,0,0,1,0,0,3,2,15
2019/5/3 10:50,0,6,3,1,1,1,1,1,5,2,2,0,1,9
2019/5/3 10:55,2,5,3,1,2,2,1,2,2,0,2,6,0,15
2019/5/3 11:00,3,4,5,1,3,0,1,2,2,0,4,1,1,12
2019/5/3 11:05,1,8,3,2,1,2,1,1,1,0,5,1,2,8
2019/5/3 11:10,2,4,1,0,0,2,1,0,0,1,4,1,2,9
